ResettledState,Year ,TotalResettledState,RefugeeOrigin,RefugeesResettledState,ResettledCity,RefugeesResettledCity,RefugeesResettledUS
Florida,CY 2002,"1,970",Vietnam,105,Winter Haven,1,"30,289"
Georgia,CY 2003,"1,221",Bosnia and Herzegovina,13,Clarkston,1,"32,235"
Georgia,CY 2004,"2,157",Bosnia and Herzegovina,7,Clarkston,1,"56,355"
Georgia,CY 2003,"1,221",Bosnia and Herzegovina,13,Decatur,1,"32,235"
Georgia,CY 2004,"2,157",Bosnia and Herzegovina,7,Decatur,1,"56,355"
Georgia,CY 2002,"1,036",Bosnia and Herzegovina,166,Lilburn,1,"30,289"
Georgia,CY 2002,"1,036",Bosnia and Herzegovina,166,Rossville,1,"30,289"
Georgia,CY 2003,"1,221",Bosnia and Herzegovina,13,Snellville,1,"32,235"
Georgia,CY 2004,"2,157",Burma,21,Clarkston,1,"56,355"
Georgia,CY 2004,"2,157",Burma,21,Marietta,1,"56,355"
Georgia,CY 2004,"2,157",Burma,21,Norcross,1,"56,355"
Georgia,CY 2004,"2,157",Burundi,7,Atlanta,1,"56,355"
Georgia,CY 2004,"2,157",Burundi,7,Clarkston,1,"56,355"
Georgia,CY 2003,"1,221",Cuba,3,Atlanta,1,"32,235"
Georgia,CY 2002,"1,036",Cuba,22,Duluth,1,"30,289"
Georgia,CY 2004,"2,157",Dem. Rep. Congo,36,Clarkston,1,"56,355"
Georgia,CY 2003,"1,221",Dem. Rep. Congo,8,Stone Mountain,1,"32,235"
Georgia,CY 2004,"2,157",Ethiopia,265,Avondale Estates,1,"56,355"
Georgia,CY 2004,"2,157",Ethiopia,265,Lilburn,1,"56,355"
Georgia,CY 2003,"1,221",Ethiopia,337,Mcdonough,1,"32,235"
Georgia,CY 2002,"1,036",Ethiopia,23,Norcross,1,"30,289"
Georgia,CY 2004,"2,157",Ethiopia,265,Powder Springs,1,"56,355"
Georgia,CY 2004,"2,157",Gambia,3,Stone Mountain,1,"56,355"
Georgia,CY 2003,"1,221",Iran,87,Alpharetta,1,"32,235"
Georgia,CY 2004,"2,157",Iran,89,Alpharetta,1,"56,355"
Georgia,CY 2003,"1,221",Iran,87,Athens,1,"32,235"
Georgia,CY 2003,"1,221",Iran,87,Bogart,1,"32,235"
Georgia,CY 2003,"1,221",Iran,87,Columbus,1,"32,235"
Georgia,CY 2002,"1,036",Iran,73,Duluth,1,"30,289"
Georgia,CY 2004,"2,157",Iran,89,Dunwoody,1,"56,355"
Georgia,CY 2002,"1,036",Iran,73,Kennesaw,1,"30,289"
Georgia,CY 2002,"1,036",Iran,73,Lawrenceville,1,"30,289"
Georgia,CY 2003,"1,221",Iran,87,Lawrenceville,1,"32,235"
Georgia,CY 2004,"2,157",Iran,89,Macon,1,"56,355"
Georgia,CY 2003,"1,221",Iran,87,Morrow,1,"32,235"
Georgia,CY 2003,"1,221",Iran,87,Roswell,1,"32,235"
Georgia,CY 2002,"1,036",Iran,73,Smyrna,1,"30,289"
Georgia,CY 2003,"1,221",Iraq,1,Clarkston,1,"32,235"
Georgia,CY 2002,"1,036",Liberia,46,Buford,1,"30,289"
Georgia,CY 2004,"2,157",Liberia,299,Lithonia,1,"56,355"
Georgia,CY 2004,"2,157",Moldova,63,Covington,1,"56,355"
Georgia,CY 2002,"1,036",Nigeria,3,Clarkston,1,"30,289"
Georgia,CY 2003,"1,221",Nigeria,12,Lawrenceville,1,"32,235"
Georgia,CY 2004,"2,157",Nigeria,5,Marietta,1,"56,355"
Georgia,CY 2002,"1,036",Russia,7,Atlanta,1,"30,289"
Georgia,CY 2003,"1,221",Russia,16,Canton,1,"32,235"
Georgia,CY 2002,"1,036",Russia,7,Jonesboro,1,"30,289"
Georgia,CY 2003,"1,221",Rwanda,1,Decatur,1,"32,235"
Georgia,CY 2002,"1,036",Serbia,81,Columbus,1,"30,289"
Georgia,CY 2002,"1,036",Sierra Leone,9,Atlanta,1,"30,289"
Georgia,CY 2004,"2,157",Sierra Leone,60,Auburn,1,"56,355"
Georgia,CY 2002,"1,036",Sierra Leone,9,Hampton,1,"30,289"
Georgia,CY 2002,"1,036",Sierra Leone,9,Marietta,1,"30,289"
Georgia,CY 2003,"1,221",Sierra Leone,67,Martinez,1,"32,235"
Georgia,CY 2003,"1,221",Sierra Leone,67,Stone Mountain,1,"32,235"
Georgia,CY 2002,"1,036",Somalia,33,Duluth,1,"30,289"
Georgia,CY 2004,"2,157",Sudan,97,Duluth,1,"56,355"
Georgia,CY 2003,"1,221",Sudan,163,Norcross,1,"32,235"
Georgia,CY 2004,"2,157",Sudan,97,Scottdale,1,"56,355"
Georgia,CY 2003,"1,221",Sudan,163,Smyrna,1,"32,235"
Georgia,CY 2002,"1,036",Sudan,44,Stone Mountain,1,"30,289"
Georgia,CY 2003,"1,221",Togo,1,Riverdale,1,"32,235"
Georgia,CY 2003,"1,221",Ukraine,24,Canton,1,"32,235"
Georgia,CY 2004,"2,157",Ukraine,24,Douglasville,1,"56,355"
Georgia,CY 2003,"1,221",Ukraine,24,Statham,1,"32,235"
Georgia,CY 2002,"1,036",Uzbekistan,5,Marietta,1,"30,289"
Georgia,CY 2002,"1,036",Vietnam,211,Conyers,1,"30,289"
Georgia,CY 2002,"1,036",Vietnam,211,Douglas,1,"30,289"
Georgia,CY 2004,"2,157",Vietnam,39,Ellenwood,1,"56,355"
Georgia,CY 2004,"2,157",Vietnam,39,Marietta,1,"56,355"
Georgia,CY 2004,"2,157",Vietnam,39,Morrow,1,"56,355"
Georgia,CY 2004,"2,157",Vietnam,39,Rex,1,"56,355"
Hawaii,CY 2002,4,China,1,Honolulu,1,"30,289"
Hawaii,CY 2004,28,Russia,1,Honolulu,1,"56,355"
Idaho,CY 2003,246,Bosnia and Herzegovina,4,Boise,1,"32,235"
Idaho,CY 2004,456,Congo,1,Boise,1,"56,355"
Idaho,CY 2003,246,Dem. Rep. Congo,1,Boise,1,"32,235"
Idaho,CY 2003,246,Ethiopia,1,Meridian,1,"32,235"
Idaho,CY 2002,302,Nigeria,1,Boise,1,"30,289"
Idaho,CY 2002,302,Russia,6,Boise,1,"30,289"
Idaho,CY 2003,246,Sudan,2,Boise,1,"32,235"
Idaho,CY 2003,246,Sudan,2,Meridian,1,"32,235"
Idaho,CY 2002,302,Vietnam,1,Boise,1,"30,289"
Illinois,CY 2004,"1,395",Afghanistan,23,Wheaton,1,"56,355"
Illinois,CY 2004,"1,395",Angola,1,Chicago,1,"56,355"
Illinois,CY 2004,"1,395",Azerbaijan,8,Chicago,1,"56,355"
Illinois,CY 2004,"1,395",Azerbaijan,8,Rockford,1,"56,355"
Illinois,CY 2002,"1,006",Belarus,30,Deerfield,1,"30,289"
Illinois,CY 2003,"1,006",Belarus,22,Glenview,1,"32,235"
Illinois,CY 2003,"1,006",Belarus,22,Skokie,1,"32,235"
Illinois,CY 2002,"1,006",Belarus,30,Wheaton,1,"30,289"
Illinois,CY 2002,"1,006",Benin,1,Chicago,1,"30,289"
Illinois,CY 2004,"1,395",Bosnia and Herzegovina,20,Loves Park,1,"56,355"
Illinois,CY 2003,"1,006",Bosnia and Herzegovina,12,Winfield,1,"32,235"
Illinois,CY 2004,"1,395",Colombia,10,Chicago,1,"56,355"
Illinois,CY 2004,"1,395",Croatia,8,Buffalo Grove,1,"56,355"
Illinois,CY 2002,"1,006",Cuba,44,Moline,1,"30,289"
Illinois,CY 2002,"1,006",Cuba,44,Saint Charles,1,"30,289"
Illinois,CY 2002,"1,006",Dem. Rep. Congo,2,Aurora,1,"30,289"
Illinois,CY 2004,"1,395",Dem. Rep. Congo,14,Naperville,1,"56,355"
Illinois,CY 2002,"1,006",Dem. Rep. Congo,2,Rockford,1,"30,289"
Illinois,CY 2003,"1,006",Dem. Rep. Congo,12,Rockford,1,"32,235"
Illinois,CY 2004,"1,395",Djibouti,1,Chicago,1,"56,355"
Illinois,CY 2003,"1,006",Equatorial Guinea,1,Moline,1,"32,235"
Illinois,CY 2002,"1,006",Eritrea,1,Chicago,1,"30,289"
Illinois,CY 2003,"1,006",Eritrea,1,Chicago,1,"32,235"
Illinois,CY 2003,"1,006",Estonia,1,Chicago,1,"32,235"
Illinois,CY 2003,"1,006",Ethiopia,77,Deerfield,1,"32,235"
Illinois,CY 2003,"1,006",Ethiopia,77,Glendale Heights,1,"32,235"
Illinois,CY 2003,"1,006",Ethiopia,77,Highland Park,1,"32,235"
Illinois,CY 2004,"1,395",Ethiopia,114,Highland Park,1,"56,355"
Illinois,CY 2002,"1,006",Ethiopia,22,Moline,1,"30,289"
Illinois,CY 2003,"1,006",Iran,76,Arlington Heights,1,"32,235"
Illinois,CY 2004,"1,395",Iran,46,Bloomington,1,"56,355"
Illinois,CY 2002,"1,006",Iran,60,Buffalo Grove,1,"30,289"
Illinois,CY 2003,"1,006",Iran,76,Buffalo Grove,1,"32,235"
Illinois,CY 2004,"1,395",Iran,46,Carol Stream,1,"56,355"
Illinois,CY 2003,"1,006",Iran,76,Glenview,1,"32,235"
Illinois,CY 2003,"1,006",Iran,76,Lake Forest,1,"32,235"
Illinois,CY 2002,"1,006",Iran,60,Lombard,1,"30,289"
Illinois,CY 2003,"1,006",Iran,76,Rockford,1,"32,235"
Illinois,CY 2002,"1,006",Iran,60,Urbana,1,"30,289"
Illinois,CY 2004,"1,395",Iran,46,Urbana,1,"56,355"
Illinois,CY 2002,"1,006",Iran,60,Westmont,1,"30,289"
Illinois,CY 2004,"1,395",Iraq,1,Chicago,1,"56,355"
Illinois,CY 2002,"1,006",Iraq,52,Rockford,1,"30,289"
Illinois,CY 2002,"1,006",Kazakhstan,5,Mount Prospect,1,"30,289"
Illinois,CY 2002,"1,006",Lebanon,3,Wheaton,1,"30,289"
Illinois,CY 2002,"1,006",Liberia,25,Chicago,1,"30,289"
Illinois,CY 2002,"1,006",Liberia,25,Glendale Heights,1,"30,289"
Illinois,CY 2003,"1,006",Liberia,146,Loves Park,1,"32,235"
Illinois,CY 2002,"1,006",Liberia,25,Mount Prospect,1,"30,289"
Illinois,CY 2002,"1,006",Mauritania,1,Chicago,1,"30,289"
Illinois,CY 2002,"1,006",Nigeria,1,Chicago,1,"30,289"
Illinois,CY 2004,"1,395",Nigeria,1,Chicago,1,"56,355"
Illinois,CY 2003,"1,006",Russia,39,Buffalo Grove,1,"32,235"
Illinois,CY 2002,"1,006",Russia,71,Champaign,1,"30,289"
Illinois,CY 2004,"1,395",Russia,16,Charleston,1,"56,355"
Illinois,CY 2004,"1,395",Russia,16,Evanston,1,"56,355"
Illinois,CY 2003,"1,006",Russia,39,Glenview,1,"32,235"
Illinois,CY 2004,"1,395",Russia,16,Glenview,1,"56,355"
Illinois,CY 2004,"1,395",Russia,16,Lake Zurich,1,"56,355"
Illinois,CY 2003,"1,006",Russia,39,Lockport,1,"32,235"
Illinois,CY 2004,"1,395",Russia,16,Niles,1,"56,355"
Illinois,CY 2002,"1,006",Russia,71,Northbrook,1,"30,289"
Illinois,CY 2003,"1,006",Russia,39,Wheaton,1,"32,235"
Illinois,CY 2003,"1,006",Rwanda,1,Chicago,1,"32,235"
Illinois,CY 2004,"1,395",Serbia,15,Chicago,1,"56,355"
Illinois,CY 2002,"1,006",Serbia,201,Des Plaines,1,"30,289"
Illinois,CY 2002,"1,006",Serbia,201,Geneva,1,"30,289"
Illinois,CY 2003,"1,006",Serbia,148,Northbrook,1,"32,235"
Illinois,CY 2002,"1,006",Somalia,1,Chicago,1,"30,289"
Illinois,CY 2004,"1,395",Somalia,432,Dekalb,1,"56,355"
Illinois,CY 2004,"1,395",Somalia,432,Hanover Park,1,"56,355"
Illinois,CY 2003,"1,006",Somalia,80,Rockford,1,"32,235"
Illinois,CY 2004,"1,395",Ukraine,68,Des Plaines,1,"56,355"
Illinois,CY 2002,"1,006",Ukraine,104,Highland Park,1,"30,289"
Illinois,CY 2002,"1,006",Ukraine,104,Highwood,1,"30,289"
Illinois,CY 2004,"1,395",Ukraine,68,Hillside,1,"56,355"
Illinois,CY 2004,"1,395",Ukraine,68,Mundelein,1,"56,355"
Illinois,CY 2003,"1,006",Ukraine,84,Rolling Meadows,1,"32,235"
Illinois,CY 2004,"1,395",Ukraine,68,Sycamore,1,"56,355"
Illinois,CY 2002,"1,006",Uzbekistan,5,Park Ridge,1,"30,289"
Illinois,CY 2003,"1,006",Uzbekistan,1,Skokie,1,"32,235"
Illinois,CY 2004,"1,395",Uzbekistan,3,Vernon Hills,1,"56,355"
Illinois,CY 2002,"1,006",Vietnam,71,Grayslake,1,"30,289"
Illinois,CY 2002,"1,006",Yugoslavia,1,Chicago,1,"30,289"
Indiana,CY 2003,322,Afghanistan,33,Bloomington,1,"32,235"
Indiana,CY 2003,322,Afghanistan,33,Noblesville,1,"32,235"
Indiana,CY 2003,322,Belarus,1,Indianapolis,1,"32,235"
Indiana,CY 2003,322,Bosnia and Herzegovina,2,Hammond,1,"32,235"
Indiana,CY 2004,497,Bosnia and Herzegovina,8,Indianapolis,1,"56,355"
Indiana,CY 2003,322,Bosnia and Herzegovina,2,Mishawaka,1,"32,235"
Indiana,CY 2004,497,Burma,127,Brownsburg,1,"56,355"
Indiana,CY 2002,203,Burma,23,Indianapolis,1,"30,289"
Indiana,CY 2004,497,Croatia,6,Schererville,1,"56,355"
Indiana,CY 2004,497,Eritrea,1,Indianapolis,1,"56,355"
Indiana,CY 2002,203,Iran,4,Indianapolis,1,"30,289"
Indiana,CY 2004,497,Iran,7,Muncie,1,"56,355"
Indiana,CY 2003,322,Liberia,65,Mishawaka,1,"32,235"
Indiana,CY 2003,322,Moldova,1,Carmel,1,"32,235"
Indiana,CY 2003,322,Serbia,19,Crown Point,1,"32,235"
Indiana,CY 2004,497,Serbia,1,Crown Point,1,"56,355"
Indiana,CY 2002,203,Serbia,33,Dyer,1,"30,289"
Indiana,CY 2003,322,Serbia,19,Schererville,1,"32,235"
Indiana,CY 2002,203,Sudan,4,Columbus,1,"30,289"
Indiana,CY 2002,203,Ukraine,42,Evansville,1,"30,289"
Indiana,CY 2003,322,Ukraine,23,Indianapolis,1,"32,235"
Indiana,CY 2003,322,Vietnam,4,Indianapolis,1,"32,235"
Iowa,CY 2003,285,Benin,1,Des Moines,1,"32,235"
Iowa,CY 2002,437,Bosnia and Herzegovina,181,Cedar Rapids,1,"30,289"
Iowa,CY 2003,285,Bosnia and Herzegovina,6,Waterloo,1,"32,235"
Iowa,CY 2004,442,Bosnia and Herzegovina,13,Waterloo,1,"56,355"
Iowa,CY 2002,437,Croatia,9,Des Moines,1,"30,289"
Iowa,CY 2004,442,Croatia,1,Waterloo,1,"56,355"
Iowa,CY 2003,285,Dem. Rep. Congo,7,Marion,1,"32,235"
Iowa,CY 2004,442,Liberia,115,Waterloo,1,"56,355"
Iowa,CY 2002,437,Russia,1,Ames,1,"30,289"
Iowa,CY 2004,442,Russia,1,Clive,1,"56,355"
Iowa,CY 2003,285,Serbia,21,Des Moines,1,"32,235"
Iowa,CY 2003,285,Sierra Leone,1,Cedar Rapids,1,"32,235"
Iowa,CY 2002,437,Sierra Leone,1,Des Moines,1,"30,289"
Iowa,CY 2004,442,Somalia,25,Sioux City,1,"56,355"
Iowa,CY 2004,442,Sudan,250,Coralville,1,"56,355"
Iowa,CY 2004,442,Sudan,250,Marshalltown,1,"56,355"
Iowa,CY 2002,437,Tanzania,1,Cedar Rapids,1,"30,289"
Kansas,CY 2002,55,Afghanistan,24,Lenexa,1,"30,289"
Kansas,CY 2003,95,Azerbaijan,1,Overland Park,1,"32,235"
Kansas,CY 2004,155,Bosnia and Herzegovina,3,Kansas City,1,"56,355"
Kansas,CY 2002,55,Iran,3,Overland Park,1,"30,289"
Kansas,CY 2003,95,Iran,11,Overland Park,1,"32,235"
Kansas,CY 2004,155,Iran,6,Overland Park,1,"56,355"
Kansas,CY 2002,55,Serbia,1,Lawrence,1,"30,289"
Kansas,CY 2004,155,Somalia,67,Lenexa,1,"56,355"
Kansas,CY 2002,55,Togo,1,Kansas City,1,"30,289"
Kansas,CY 2003,95,Vietnam,5,Liberal,1,"32,235"
Kansas,CY 2003,95,Vietnam,5,Wichita,1,"32,235"
Kentucky,CY 2004,715,Azerbaijan,13,Lexington,1,"56,355"
Kentucky,CY 2003,321,Benin,1,Louisville,1,"32,235"
Kentucky,CY 2003,321,Bosnia and Herzegovina,14,Bowling Green,1,"32,235"
Kentucky,CY 2003,321,Bosnia and Herzegovina,14,Covington,1,"32,235"
Kentucky,CY 2003,321,Bosnia and Herzegovina,14,Florence,1,"32,235"
Kentucky,CY 2003,321,Congo,1,Louisville,1,"32,235"
Kentucky,CY 2003,321,Ethiopia,1,Louisville,1,"32,235"
Kentucky,CY 2003,321,Russia,10,Louisville,1,"32,235"
Kentucky,CY 2003,321,Serbia,41,Bowling Green,1,"32,235"
Kentucky,CY 2003,321,Serbia,41,Florence,1,"32,235"
Kentucky,CY 2003,321,Serbia,41,Independence,1,"32,235"
Kentucky,CY 2004,715,Togo,1,Louisville,1,"56,355"
Kentucky,CY 2002,384,Ukraine,7,Bowling Green,1,"30,289"
Kentucky,CY 2003,321,Ukraine,1,Louisville,1,"32,235"
Louisiana,CY 2003,112,Afghanistan,25,New Orleans,1,"32,235"
Louisiana,CY 2004,307,Afghanistan,39,New Orleans,1,"56,355"
Louisiana,CY 2003,112,Bosnia and Herzegovina,1,Metairie,1,"32,235"
Louisiana,CY 2004,307,Congo,1,Baton Rouge,1,"56,355"
Louisiana,CY 2004,307,Dem. Rep. Congo,1,Baton Rouge,1,"56,355"
Louisiana,CY 2004,307,Iran,1,New Orleans,1,"56,355"
Louisiana,CY 2004,307,Iraq,4,Kenner,1,"56,355"
Louisiana,CY 2004,307,Kuwait,1,Baton Rouge,1,"56,355"
Louisiana,CY 2003,112,Somalia,1,Metairie,1,"32,235"
Louisiana,CY 2002,106,Sudan,3,Baton Rouge,1,"30,289"
Louisiana,CY 2003,112,Sudan,10,Baton Rouge,1,"32,235"
Louisiana,CY 2004,307,Togo,1,Baton Rouge,1,"56,355"
Louisiana,CY 2002,106,Vietnam,24,Alexandria,1,"30,289"
Louisiana,CY 2002,106,Vietnam,24,Marrero,1,"30,289"
Louisiana,CY 2002,106,Vietnam,24,New,1,"30,289"
Louisiana,CY 2003,112,Vietnam,7,New Orleans,1,"32,235"
Louisiana,CY 2004,307,Vietnam,22,Pineville,1,"56,355"
Maine,CY 2004,182,Afghanistan,1,Portland,1,"56,355"
Maine,CY 2002,96,Ethiopia,1,Portland,1,"30,289"
Maine,CY 2002,96,Iran,12,Auburn,1,"30,289"
Maine,CY 2004,182,Iran,5,Falmouth,1,"56,355"
Maine,CY 2004,182,Liberia,1,Portland,1,"56,355"
Maine,CY 2002,96,Somalia,2,Auburn,1,"30,289"
Maine,CY 2002,96,Somalia,2,Lewiston,1,"30,289"
Maine,CY 2003,141,Sudan,59,Westbrook,1,"32,235"
Maryland,CY 2004,919,Angola,1,Baltimore,1,"56,355"
Maryland,CY 2004,919,Belarus,27,Baltimore,1,"56,355"
Maryland,CY 2004,919,Bosnia and Herzegovina,1,Baltimore,1,"56,355"
Maryland,CY 2003,938,Bosnia and Herzegovina,1,College Park,1,"32,235"
Maryland,CY 2002,415,Burma,1,Baltimore,1,"30,289"
Maryland,CY 2004,919,Burma,19,Silver Spring,1,"56,355"
Maryland,CY 2002,415,Cameroon,1,Baltimore,1,"30,289"
Maryland,CY 2003,938,Cameroon,1,Silver Spring,1,"32,235"
Maryland,CY 2004,919,Colombia,4,Bethesda,1,"56,355"
Maryland,CY 2004,919,Colombia,4,Germantown,1,"56,355"
Maryland,CY 2004,919,Dem. Rep. Congo,36,Silver Spring,1,"56,355"
Maryland,CY 2003,938,Djibouti,1,Baltimore,1,"32,235"
Maryland,CY 2004,919,Eritrea,13,Baltimore,1,"56,355"
Maryland,CY 2003,938,Eritrea,7,Brookeville,1,"32,235"
Maryland,CY 2004,919,Eritrea,13,Germantown,1,"56,355"
Maryland,CY 2003,938,Eritrea,7,Laurel,1,"32,235"
Maryland,CY 2002,415,Ethiopia,6,Baltimore,1,"30,289"
Maryland,CY 2003,938,Ethiopia,60,Suitland,1,"32,235"
Maryland,CY 2002,415,Ethiopia,6,Takoma Park,1,"30,289"
Maryland,CY 2003,938,Iran,115,Bethesda,1,"32,235"
Maryland,CY 2002,415,Iran,67,Catonsville,1,"30,289"
Maryland,CY 2002,415,Iran,67,Gaithersburg,1,"30,289"
Maryland,CY 2004,919,Iran,53,Gaithersburg,1,"56,355"
Maryland,CY 2004,919,Iran,53,Huntingtown,1,"56,355"
Maryland,CY 2003,938,Iran,115,Nottingham,1,"32,235"
Maryland,CY 2004,919,Iran,53,Rockville,1,"56,355"
Maryland,CY 2002,415,Iran,67,Silver Spring,1,"30,289"
Maryland,CY 2002,415,Liberia,23,Catonsville,1,"30,289"
Maryland,CY 2004,919,Liberia,147,Laurel,1,"56,355"
Maryland,CY 2004,919,Liberia,147,Takoma Park,1,"56,355"
Maryland,CY 2003,938,Pakistan,1,Baltimore,1,"32,235"
Maryland,CY 2004,919,Pakistan,1,Wheaton,1,"56,355"
Maryland,CY 2003,938,Russia,32,Ellicott City,1,"32,235"
Maryland,CY 2002,415,Russia,31,North Potomac,1,"30,289"
Maryland,CY 2004,919,Russia,22,Owings Mills,1,"56,355"
Maryland,CY 2003,938,Russia,32,Port Deposit,1,"32,235"
Maryland,CY 2003,938,Russia,32,Rockville,1,"32,235"
Maryland,CY 2002,415,Russia,31,Silver Spring,1,"30,289"
Maryland,CY 2004,919,Rwanda,1,Baltimore,1,"56,355"
Maryland,CY 2002,415,Sierra Leone,24,Adelphi,1,"30,289"
Maryland,CY 2004,919,Sierra Leone,155,Bladensburg,1,"56,355"
Maryland,CY 2004,919,Sierra Leone,155,Bowie,1,"56,355"
Maryland,CY 2002,415,Sierra Leone,24,Carrollton,1,"30,289"
Maryland,CY 2003,938,Sierra Leone,336,Colmar Manor,1,"32,235"
Maryland,CY 2003,938,Sierra Leone,336,Elkridge,1,"32,235"
Maryland,CY 2003,938,Sierra Leone,336,Germantown,1,"32,235"
Maryland,CY 2003,938,Sierra Leone,336,Landover Hills,1,"32,235"
Maryland,CY 2003,938,Sierra Leone,336,Oxon Hill,1,"32,235"
Maryland,CY 2003,938,Sierra Leone,336,Randallstown,1,"32,235"
Maryland,CY 2004,919,Sierra Leone,155,Temple Hills,1,"56,355"
Maryland,CY 2002,415,Sierra Leone,24,Wheaton,1,"30,289"
Maryland,CY 2004,919,Somalia,226,Germantown,1,"56,355"
Maryland,CY 2003,938,Somalia,11,Silver Spring,1,"32,235"
Maryland,CY 2004,919,Somalia,226,Silver Spring,1,"56,355"
Maryland,CY 2002,415,Sudan,21,Forestville,1,"30,289"
Maryland,CY 2003,938,Sudan,21,Forestville,1,"32,235"
Maryland,CY 2003,938,Sudan,21,Greenbelt,1,"32,235"
Maryland,CY 2004,919,Sudan,52,Owings Mills,1,"56,355"
Maryland,CY 2004,919,Sudan,52,Princess Anne,1,"56,355"
Maryland,CY 2003,938,Sudan,21,Silver Spring,1,"32,235"
Maryland,CY 2004,919,Sudan,52,Woodbine,1,"56,355"
Maryland,CY 2004,919,Ukraine,22,Abingdon,1,"56,355"
Massachusetts,CY 2003,959,Afghanistan,54,Allston,1,"32,235"
Massachusetts,CY 2004,"1,491",Afghanistan,61,Allston,1,"56,355"
Massachusetts,CY 2004,"1,491",Afghanistan,61,Cambridge,1,"56,355"
Massachusetts,CY 2003,959,Afghanistan,54,Chelsea,1,"32,235"
Massachusetts,CY 2004,"1,491",Azerbaijan,10,Springfield,1,"56,355"
Massachusetts,CY 2004,"1,491",Azerbaijan,10,West Springfield,1,"56,355"
Massachusetts,CY 2003,959,Belarus,43,Auburndale,1,"32,235"
Massachusetts,CY 2004,"1,491",Belarus,27,Boston,1,"56,355"
Massachusetts,CY 2002,783,Belarus,19,Brookline,1,"30,289"
Massachusetts,CY 2003,959,Belarus,43,Framingham,1,"32,235"
Massachusetts,CY 2003,959,Bosnia and Herzegovina,5,Brighton,1,"32,235"
Massachusetts,CY 2004,"1,491",Bosnia and Herzegovina,1,Everett,1,"56,355"
Massachusetts,CY 2003,959,Bosnia and Herzegovina,5,Wakefield,1,"32,235"
Massachusetts,CY 2003,959,Colombia,12,Boston,1,"32,235"
Massachusetts,CY 2002,783,Dem. Rep. Congo,1,Roxbury,1,"30,289"
Massachusetts,CY 2004,"1,491",Eritrea,10,Somerville,1,"56,355"
Massachusetts,CY 2004,"1,491",Estonia,1,Westfield,1,"56,355"
Massachusetts,CY 2002,783,Ethiopia,1,Roxbury,1,"30,289"
Massachusetts,CY 2003,959,Ethiopia,12,Worcester,1,"32,235"
Massachusetts,CY 2003,959,Ghana,1,Marlborough,1,"32,235"
Massachusetts,CY 2004,"1,491",Iran,6,Acton,1,"56,355"
Massachusetts,CY 2002,783,Iran,5,Boston,1,"30,289"
Massachusetts,CY 2004,"1,491",Iran,6,Boston,1,"56,355"
Massachusetts,CY 2002,783,Iran,5,Dracut,1,"30,289"
Massachusetts,CY 2003,959,Iran,8,Northampton,1,"32,235"
Massachusetts,CY 2004,"1,491",Iran,6,Springfield,1,"56,355"
Massachusetts,CY 2002,783,Iran,5,West Springfield,1,"30,289"
Massachusetts,CY 2003,959,Iran,8,Worcester,1,"32,235"
Massachusetts,CY 2002,783,Iraq,4,Blackstone,1,"30,289"
Massachusetts,CY 2002,783,Iraq,4,Dorchester,1,"30,289"
Massachusetts,CY 2002,783,Iraq,4,Lynn,1,"30,289"
Massachusetts,CY 2002,783,Iraq,4,Somerville,1,"30,289"
Massachusetts,CY 2002,783,Kazakhstan,3,Brookline,1,"30,289"
Massachusetts,CY 2002,783,Liberia,41,Boston,1,"30,289"
Massachusetts,CY 2004,"1,491",Liberia,191,Brockton,1,"56,355"
Massachusetts,CY 2003,959,Liberia,165,Newton Center,1,"32,235"
Massachusetts,CY 2002,783,Liberia,41,South Boston,1,"30,289"
Massachusetts,CY 2002,783,Lithuania,1,Sharon,1,"30,289"
Massachusetts,CY 2002,783,Moldova,125,Lynn,1,"30,289"
Massachusetts,CY 2003,959,Russia,130,Belmont,1,"32,235"
Massachusetts,CY 2004,"1,491",Russia,97,Brighton,1,"56,355"
Massachusetts,CY 2004,"1,491",Russia,97,Chestnut Hill,1,"56,355"
Massachusetts,CY 2004,"1,491",Russia,97,Chicopee,1,"56,355"
Massachusetts,CY 2004,"1,491",Russia,97,Greenfield,1,"56,355"
Massachusetts,CY 2004,"1,491",Russia,97,Hopedale,1,"56,355"
Massachusetts,CY 2002,783,Russia,142,Milton,1,"30,289"
Massachusetts,CY 2002,783,Russia,142,Nahant,1,"30,289"
Massachusetts,CY 2002,783,Russia,142,Natick,1,"30,289"
Massachusetts,CY 2003,959,Russia,130,Needham,1,"32,235"
Massachusetts,CY 2003,959,Russia,130,Newton Center,1,"32,235"
Massachusetts,CY 2002,783,Russia,142,North Dartmouth,1,"30,289"
Massachusetts,CY 2002,783,Russia,142,Quincy,1,"30,289"
Massachusetts,CY 2002,783,Russia,142,Waltham,1,"30,289"
Massachusetts,CY 2003,959,Russia,130,West  Roxbury,1,"32,235"
Massachusetts,CY 2002,783,Rwanda,1,Methuen,1,"30,289"
Massachusetts,CY 2003,959,Rwanda,1,Worcester,1,"32,235"
Massachusetts,CY 2003,959,Serbia,18,Malden,1,"32,235"
Massachusetts,CY 2003,959,Serbia,18,Revere,1,"32,235"
Massachusetts,CY 2004,"1,491",Sierra Leone,30,Worcester,1,"56,355"
Massachusetts,CY 2004,"1,491",Somalia,576,Chelsea,1,"56,355"
Massachusetts,CY 2004,"1,491",Somalia,576,Malden,1,"56,355"
Massachusetts,CY 2004,"1,491",Somalia,576,Medford,1,"56,355"
Massachusetts,CY 2002,783,Somalia,8,Revere,1,"30,289"
